i	Addr	Addr	Data	Data
 711	00000b1c	2844	0ffe8e93	268340883
 712	00000b20	2848	13a00193	329253267
 713	00000b24	2852	01df0463	31392867
 714	00000b28	2856	7550106f	1968181359
 715	00000b2c	2860	00003097	12439
 716	00000b30	2864	fd808093	4253057171
 717	00000b34	2868	0040af03	4239107
 718	00000b38	2872	ff010eb7	4278259383
 719	00000b3c	2876	f00e8e93	4027485843
 720	00000b40	2880	13b00193	330301843
 721	00000b44	2884	01df0463	31392867
 722	00000b48	2888	7350106f	1934626927
 723	00000b4c	2892	00003097	12439
 724	00000b50	2896	fb808093	4219502739
 725	00000b54	2900	0080af03	8433411
 726	00000b58	2904	0ff01eb7	267394743
 727	00000b5c	2908	ff0e8e93	4279144083
 728	00000b60	2912	13c00193	331350419
 729	00000b64	2916	01df0463	31392867
 730	00000b68	2920	7150106f	1901072495
 731	00000b6c	2924	00003097	12439
 732	00000b70	2928	f9808093	4185948307
 733	00000b74	2932	00c0af03	12627715
 734	00000b78	2936	f00ffeb7	4027580087
 735	00000b7c	2940	00fe8e93	16682643
 736	00000b80	2944	13d00193	332398995
 737	00000b84	2948	01df0463	31392867
 738	00000b88	2952	6f50106f	1867518063
 739	00000b8c	2956	00003097	12439
 740	00000b90	2960	f8408093	4164976787
 741	00000b94	2964	ff40af03	4282429187
 742	00000b98	2968	00ff0eb7	16715447
 743	00000b9c	2972	0ffe8e93	268340883
 744	00000ba0	2976	13e00193	333447571
 745	00000ba4	2980	01df0463	31392867
 746	00000ba8	2984	6d50106f	1833963631
 747	00000bac	2988	00003097	12439
 748	00000bb0	2992	f6408093	4131422355
 749	00000bb4	2996	ff80af03	4286623491
 750	00000bb8	3000	ff010eb7	4278259383
 751	00000bbc	3004	f00e8e93	4027485843
 752	00000bc0	3008	13f00193	334496147
 753	00000bc4	3012	01df0463	31392867
 754	00000bc8	3016	6b50106f	1800409199
 755	00000bcc	3020	00003097	12439
 756	00000bd0	3024	f4408093	4097867923
 757	00000bd4	3028	ffc0af03	4290817795
 758	00000bd8	3032	0ff01eb7	267394743
 759	00000bdc	3036	ff0e8e93	4279144083
 760	00000be0	3040	14000193	335544723
 761	00000be4	3044	01df0463	31392867
 762	00000be8	3048	6950106f	1766854767
 763	00000bec	3052	00003097	12439
 764	00000bf0	3056	f2408093	4064313491
 765	00000bf4	3060	0000af03	44803
 766	00000bf8	3064	f00ffeb7	4027580087
 767	00000bfc	3068	00fe8e93	16682643
 768	00000c00	3072	14100193	336593299
 769	00000c04	3076	01df0463	31392867
 770	00000c08	3080	6750106f	1733300335
 771	00000c0c	3084	00003097	12439
 772	00000c10	3088	ef808093	4018176147
 773	00000c14	3092	fe008093	4261445779
 774	00000c18	3096	0200a283	33596035
 775	00000c1c	3100	00ff0eb7	16715447
 776	00000c20	3104	0ffe8e93	268340883
 777	00000c24	3108	14200193	337641875
 778	00000c28	3112	01d28463	30573667
 779	00000c2c	3116	6510106f	1695551599
 780	00000c30	3120	00003097	12439
 781	00000c34	3124	ed408093	3980427411
 782	00000c38	3128	ffd08093	4291854483
 783	00000c3c	3132	0070a283	7381635
 784	00000c40	3136	ff010eb7	4278259383
 785	00000c44	3140	f00e8e93	4027485843
 786	00000c48	3144	14300193	338690451
 787	00000c4c	3148	01d28463	30573667
 788	00000c50	3152	62d0106f	1657802863
 789	00000c54	3156	14400193	339739027
 790	00000c58	3160	00000213	 531
 791	00000c5c	3164	00003097	12439
 792	00000c60	3168	eac08093	3938484371
 793	00000c64	3172	0040af03	4239107
 794	00000c68	3176	000f0313	983827
 795	00000c6c	3180	0ff01eb7	267394743
 796	00000c70	3184	ff0e8e93	4279144083
 797	00000c74	3188	01d30463	30606435
 798	00000c78	3192	6050106f	1615859823
 799	00000c7c	3196	00120213	1180179
 800	00000c80	3200	00200293	2097811
 801	00000c84	3204	fc521ce3	4233239779
 802	00000c88	3208	14500193	340787603
 803	00000c8c	3212	00000213	 531
 804	00000c90	3216	00003097	12439
 805	00000c94	3220	e7c08093	3888152723
 806	00000c98	3224	0040af03	4239107
 807	00000c9c	3228	00000013	  19
 808	00000ca0	3232	000f0313	983827
 809	00000ca4	3236	f00ffeb7	4027580087
 810	00000ca8	3240	00fe8e93	16682643
 811	00000cac	3244	01d30463	30606435
 812	00000cb0	3248	5cd0106f	1557139567
 813	00000cb4	3252	00120213	1180179
 814	00000cb8	3256	00200293	2097811
 815	00000cbc	3260	fc521ae3	4233239267
 816	00000cc0	3264	14600193	341836179
 817	00000cc4	3268	00000213	 531
 818	00000cc8	3272	00003097	12439
 819	00000ccc	3276	e3c08093	3821043859
 820	00000cd0	3280	0040af03	4239107
 821	00000cd4	3284	00000013	  19
 822	00000cd8	3288	00000013	  19
 823	00000cdc	3292	000f0313	983827
 824	00000ce0	3296	ff010eb7	4278259383
 825	00000ce4	3300	f00e8e93	4027485843
 826	00000ce8	3304	01d30463	30606435
 827	00000cec	3308	5910106f	1494225007
 828	00000cf0	3312	00120213	1180179
 829	00000cf4	3316	00200293	2097811
 830	00000cf8	3320	fc5218e3	4233238755
 831	00000cfc	3324	14700193	342884755
 832	00000d00	3328	00000213	 531
 833	00000d04	3332	00003097	12439
 834	00000d08	3336	e0408093	3762323603
 835	00000d0c	3340	0040af03	4239107
 836	00000d10	3344	0ff01eb7	267394743
 837	00000d14	3348	ff0e8e93	4279144083
 838	00000d18	3352	01df0463	31392867
 839	00000d1c	3356	5610106f	1443893359
 840	00000d20	3360	00120213	1180179
 841	00000d24	3364	00200293	2097811
 842	00000d28	3368	fc521ee3	4233240291
 843	00000d2c	3372	14800193	343933331
 844	00000d30	3376	00000213	 531
 845	00000d34	3380	00003097	12439
 846	00000d38	3384	dd808093	3716186259
 847	00000d3c	3388	00000013	  19
 848	00000d40	3392	0040af03	4239107
 849	00000d44	3396	f00ffeb7	4027580087
 850	00000d48	3400	00fe8e93	16682643
 851	00000d4c	3404	01df0463	31392867
 852	00000d50	3408	52d0106f	1389367407
 853	00000d54	3412	00120213	1180179
 854	00000d58	3416	00200293	2097811
 855	00000d5c	3420	fc521ce3	4233239779
 856	00000d60	3424	14900193	344981907
 857	00000d64	3428	00000213	 531
 858	00000d68	3432	00003097	12439
 859	00000d6c	3436	d9c08093	3653271699
 860	00000d70	3440	00000013	  19
 861	00000d74	3444	00000013	  19
 862	00000d78	3448	0040af03	4239107
 863	00000d7c	3452	ff010eb7	4278259383
 864	00000d80	3456	f00e8e93	4027485843
 865	00000d84	3460	01df0463	31392867
 866	00000d88	3464	4f50106f	1330647151
 867	00000d8c	3468	00120213	1180179
 868	00000d90	3472	00200293	2097811
 869	00000d94	3476	fc521ae3	4233239267
 870	00000d98	3480	00003297	12951
 871	00000d9c	3484	d6c28293	3603071635
 872	00000da0	3488	0002a103	172291
 873	00000da4	3492	00200113	2097427
 874	00000da8	3496	00200e93	2100883
 875	00000dac	3500	14a00193	346030483
 876	00000db0	3504	01d10463	30475363
 877	00000db4	3508	4c90106f	1284509807
 878	00000db8	3512	00003297	12951
 879	00000dbc	3516	d4c28293	3569517203
 880	00000dc0	3520	0002a103	172291
 881	00000dc4	3524	00000013	  19
 882	00000dc8	3528	00200113	2097427
 883	00000dcc	3532	00200e93	2100883
 884	00000dd0	3536	14b00193	347079059
 885	00000dd4	3540	01d10463	30475363
 886	00000dd8	3544	4a50106f	1246761071
 887	00000ddc	3548	ff0100b7	4278255799
 888	00000de0	3552	f0008093	4026564755
 889	00000de4	3556	0f0f1137	252645687
 890	00000de8	3560	f0f10113	4042326291
 891	00000dec	3564	0020ef33	2158387
 892	00000df0	3568	ff100eb7	4279242423
 893	00000df4	3572	f0fe8e93	4043214483
 894	00000df8	3576	14c00193	348127635
 895	00000dfc	3580	01df0463	31392867
 896	00000e00	3584	47d0106f	1204818031
 897	00000e04	3588	0ff010b7	267391159
 898	00000e08	3592	ff008093	4278222995
 899	00000e0c	3596	f0f0f137	4042322231
 900	00000e10	3600	0f010113	251724051
 901	00000e14	3604	0020ef33	2158387
 902	00000e18	3608	fff10eb7	4293988023
 903	00000e1c	3612	ff0e8e93	4279144083
 904	00000e20	3616	14d00193	349176211
 905	00000e24	3620	01df0463	31392867
 906	00000e28	3624	4550106f	1162874991
 907	00000e2c	3628	00ff00b7	16711863
 908	00000e30	3632	0ff08093	267419795
 909	00000e34	3636	0f0f1137	252645687
 910	00000e38	3640	f0f10113	4042326291
 911	00000e3c	3644	0020ef33	2158387
 912	00000e40	3648	0fff1eb7	268377783
 913	00000e44	3652	fffe8e93	4294872723
 914	00000e48	3656	14e00193	350224787
 915	00000e4c	3660	01df0463	31392867
 916	00000e50	3664	42d0106f	1120931951
 917	00000e54	3668	f00ff0b7	4027576503
 918	00000e58	3672	00f08093	15761555
 919	00000e5c	3676	f0f0f137	4042322231
 920	00000e60	3680	0f010113	251724051
 921	00000e64	3684	0020ef33	2158387
 922	00000e68	3688	f0fffeb7	4043308727
 923	00000e6c	3692	0ffe8e93	268340883
 924	00000e70	3696	14f00193	351273363
 925	00000e74	3700	01df0463	31392867
 926	00000e78	3704	4050106f	1078988911
 927	00000e7c	3708	ff0100b7	4278255799
 928	00000e80	3712	f0008093	4026564755
 929	00000e84	3716	0f0f1137	252645687
 930	00000e88	3720	f0f10113	4042326291
 931	00000e8c	3724	0020e0b3	2154675
 932	00000e90	3728	ff100eb7	4279242423
 933	00000e94	3732	f0fe8e93	4043214483
 934	00000e98	3736	15000193	352321939
 935	00000e9c	3740	01d08463	30442595
 936	00000ea0	3744	3dd0106f	1037045871
 937	00000ea4	3748	ff0100b7	4278255799
 938	00000ea8	3752	f0008093	4026564755
 939	00000eac	3756	0f0f1137	252645687
 940	00000eb0	3760	f0f10113	4042326291
 941	00000eb4	3764	0020e133	2154803
 942	00000eb8	3768	ff100eb7	4279242423
 943	00000ebc	3772	f0fe8e93	4043214483
 944	00000ec0	3776	15100193	353370515
 945	00000ec4	3780	01d10463	30475363
 946	00000ec8	3784	3b50106f	995102831
 947	00000ecc	3788	ff0100b7	4278255799
 948	00000ed0	3792	f0008093	4026564755
 949	00000ed4	3796	0010e0b3	1106099
 950	00000ed8	3800	ff010eb7	4278259383
 951	00000edc	3804	f00e8e93	4027485843
 952	00000ee0	3808	15200193	354419091
 953	00000ee4	3812	01d08463	30442595
 954	00000ee8	3816	3950106f	961548399
 955	00000eec	3820	00000213	 531
 956	00000ef0	3824	ff0100b7	4278255799
 957	00000ef4	3828	f0008093	4026564755
 958	00000ef8	3832	0f0f1137	252645687
 959	00000efc	3836	f0f10113	4042326291
 960	00000f00	3840	0020ef33	2158387
 961	00000f04	3844	000f0313	983827
 962	00000f08	3848	00120213	1180179
 963	00000f0c	3852	00200293	2097811
 964	00000f10	3856	fe5210e3	4266791139
 965	00000f14	3860	ff100eb7	4279242423
 966	00000f18	3864	f0fe8e93	4043214483
 967	00000f1c	3868	15300193	355467667
 968	00000f20	3872	01d30463	30606435
 969	00000f24	3876	3590106f	898633839
 970	00000f28	3880	00000213	 531
 971	00000f2c	3884	0ff010b7	267391159
 972	00000f30	3888	ff008093	4278222995
 973	00000f34	3892	f0f0f137	4042322231
 974	00000f38	3896	0f010113	251724051
 975	00000f3c	3900	0020ef33	2158387
 976	00000f40	3904	00000013	  19
 977	00000f44	3908	000f0313	983827
 978	00000f48	3912	00120213	1180179
 979	00000f4c	3916	00200293	2097811
 980	00000f50	3920	fc521ee3	4233240291
 981	00000f54	3924	fff10eb7	4293988023
 982	00000f58	3928	ff0e8e93	4279144083
 983	00000f5c	3932	15400193	356516243
 984	00000f60	3936	01d30463	30606435
 985	00000f64	3940	3190106f	831524975
 986	00000f68	3944	00000213	 531
 987	00000f6c	3948	00ff00b7	16711863
 988	00000f70	3952	0ff08093	267419795
 989	00000f74	3956	0f0f1137	252645687
 990	00000f78	3960	f0f10113	4042326291
 991	00000f7c	3964	0020ef33	2158387
 992	00000f80	3968	00000013	  19
 993	00000f84	3972	00000013	  19
 994	00000f88	3976	000f0313	983827
 995	00000f8c	3980	00120213	1180179
 996	00000f90	3984	00200293	2097811
 997	00000f94	3988	fc521ce3	4233239779
 998	00000f98	3992	0fff1eb7	268377783
 999	00000f9c	3996	fffe8e93	4294872723
1000	00000fa0	4000	15500193	357564819
1001	00000fa4	4004	01d30463	30606435
1002	00000fa8	4008	2d50106f	760221807
1003	00000fac	4012	00000213	 531
1004	00000fb0	4016	ff0100b7	4278255799
1005	00000fb4	4020	f0008093	4026564755
1006	00000fb8	4024	0f0f1137	252645687
1007	00000fbc	4028	f0f10113	4042326291
1008	00000fc0	4032	0020ef33	2158387
1009	00000fc4	4036	00120213	1180179
1010	00000fc8	4040	00200293	2097811
1011	00000fcc	4044	fe5212e3	4266791651
1012	00000fd0	4048	ff100eb7	4279242423
1013	00000fd4	4052	f0fe8e93	4043214483
1014	00000fd8	4056	15600193	358613395
1015	00000fdc	4060	01df0463	31392867
1016	00000fe0	4064	29d0106f	701501551
1017	00000fe4	4068	00000213	 531
1018	00000fe8	4072	0ff010b7	267391159
1019	00000fec	4076	ff008093	4278222995
1020	00000ff0	4080	f0f0f137	4042322231
1021	00000ff4	4084	0f010113	251724051
1022	00000ff8	4088	00000013	  19
1023	00000ffc	4092	0020ef33	2158387
1024	00001000	4096	00120213	1180179
1025	00001004	4100	00200293	2097811
1026	00001008	4104	fe5210e3	4266791139
1027	0000100c	4108	fff10eb7	4293988023
1028	00001010	4112	ff0e8e93	4279144083
1029	00001014	4116	15700193	359661971
1030	00001018	4120	01df0463	31392867
1031	0000101c	4124	2610106f	638586991
1032	00001020	4128	00000213	 531
1033	00001024	4132	00ff00b7	16711863
1034	00001028	4136	0ff08093	267419795
1035	0000102c	4140	0f0f1137	252645687
1036	00001030	4144	f0f10113	4042326291
1037	00001034	4148	00000013	  19
1038	00001038	4152	00000013	  19
1039	0000103c	4156	0020ef33	2158387
1040	00001040	4160	00120213	1180179
1041	00001044	4164	00200293	2097811
1042	00001048	4168	fc521ee3	4233240291
1043	0000104c	4172	0fff1eb7	268377783
1044	00001050	4176	fffe8e93	4294872723
1045	00001054	4180	15800193	360710547
1046	00001058	4184	01df0463	31392867
1047	0000105c	4188	2210106f	571478127
1048	00001060	4192	00000213	 531
1049	00001064	4196	ff0100b7	4278255799
1050	00001068	4200	f0008093	4026564755
1051	0000106c	4204	00000013	  19
1052	00001070	4208	0f0f1137	252645687
1053	00001074	4212	f0f10113	4042326291
1054	00001078	4216	0020ef33	2158387
1055	0000107c	4220	00120213	1180179
1056	00001080	4224	00200293	2097811
1057	00001084	4228	fe5210e3	4266791139
1058	00001088	4232	ff100eb7	4279242423
1059	0000108c	4236	f0fe8e93	4043214483
1060	00001090	4240	15900193	361759123
1061	00001094	4244	01df0463	31392867
1062	00001098	4248	1e50106f	508563567
1063	0000109c	4252	00000213	 531
1064	000010a0	4256	0ff010b7	267391159
1065	000010a4	4260	ff008093	4278222995
1066	000010a8	4264	00000013	  19
1067	000010ac	4268	f0f0f137	4042322231
1068	000010b0	4272	0f010113	251724051
1069	000010b4	4276	00000013	  19
1070	000010b8	4280	0020ef33	2158387
1071	000010bc	4284	00120213	1180179
1072	000010c0	4288	00200293	2097811
1073	000010c4	4292	fc521ee3	4233240291
1074	000010c8	4296	fff10eb7	4293988023
1075	000010cc	4300	ff0e8e93	4279144083
1076	000010d0	4304	15a00193	362807699
1077	000010d4	4308	01df0463	31392867
1078	000010d8	4312	1a50106f	441454703
1079	000010dc	4316	00000213	 531
1080	000010e0	4320	00ff00b7	16711863
1081	000010e4	4324	0ff08093	267419795
1082	000010e8	4328	00000013	  19
1083	000010ec	4332	00000013	  19
1084	000010f0	4336	0f0f1137	252645687
1085	000010f4	4340	f0f10113	4042326291
1086	000010f8	4344	0020ef33	2158387
1087	000010fc	4348	00120213	1180179
1088	00001100	4352	00200293	2097811
1089	00001104	4356	fc521ee3	4233240291
1090	00001108	4360	0fff1eb7	268377783
1091	0000110c	4364	fffe8e93	4294872723
1092	00001110	4368	15b00193	363856275
1093	00001114	4372	01df0463	31392867
1094	00001118	4376	1650106f	374345839
1095	0000111c	4380	00000213	 531
1096	00001120	4384	0f0f1137	252645687
1097	00001124	4388	f0f10113	4042326291
1098	00001128	4392	ff0100b7	4278255799
1099	0000112c	4396	f0008093	4026564755
1100	00001130	4400	0020ef33	2158387
1101	00001134	4404	00120213	1180179
1102	00001138	4408	00200293	2097811
1103	0000113c	4412	fe5212e3	4266791651
1104	00001140	4416	ff100eb7	4279242423
1105	00001144	4420	f0fe8e93	4043214483
1106	00001148	4424	15c00193	364904851
1107	0000114c	4428	01df0463	31392867
1108	00001150	4432	12d0106f	315625583
1109	00001154	4436	00000213	 531
1110	00001158	4440	f0f0f137	4042322231
1111	0000115c	4444	0f010113	251724051
1112	00001160	4448	0ff010b7	267391159
1113	00001164	4452	ff008093	4278222995
1114	00001168	4456	00000013	  19
1115	0000116c	4460	0020ef33	2158387
1116	00001170	4464	00120213	1180179
1117	00001174	4468	00200293	2097811
1118	00001178	4472	fe5210e3	4266791139
1119	0000117c	4476	fff10eb7	4293988023
1120	00001180	4480	ff0e8e93	4279144083
1121	00001184	4484	15d00193	365953427
1122	00001188	4488	01df0463	31392867
1123	0000118c	4492	0f10106f	252711023
1124	00001190	4496	00000213	 531
1125	00001194	4500	0f0f1137	252645687
1126	00001198	4504	f0f10113	4042326291
1127	0000119c	4508	00ff00b7	16711863
1128	000011a0	4512	0ff08093	267419795
1129	000011a4	4516	00000013	  19
1130	000011a8	4520	00000013	  19
1131	000011ac	4524	0020ef33	2158387
1132	000011b0	4528	00120213	1180179
1133	000011b4	4532	00200293	2097811
1134	000011b8	4536	fc521ee3	4233240291
1135	000011bc	4540	0fff1eb7	268377783
1136	000011c0	4544	fffe8e93	4294872723
1137	000011c4	4548	15e00193	367002003
1138	000011c8	4552	01df0463	31392867
1139	000011cc	4556	0b10106f	185602159
1140	000011d0	4560	00000213	 531
1141	000011d4	4564	0f0f1137	252645687
1142	000011d8	4568	f0f10113	4042326291
1143	000011dc	4572	00000013	  19
1144	000011e0	4576	ff0100b7	4278255799
1145	000011e4	4580	f0008093	4026564755
1146	000011e8	4584	0020ef33	2158387
1147	000011ec	4588	00120213	1180179
1148	000011f0	4592	00200293	2097811
1149	000011f4	4596	fe5210e3	4266791139
1150	000011f8	4600	ff100eb7	4279242423
1151	000011fc	4604	f0fe8e93	4043214483
1152	00001200	4608	15f00193	368050579
1153	00001204	4612	01df0463	31392867
1154	00001208	4616	0750106f	122687599
1155	0000120c	4620	00000213	 531
1156	00001210	4624	f0f0f137	4042322231
1157	00001214	4628	0f010113	251724051
1158	00001218	4632	00000013	  19
1159	0000121c	4636	0ff010b7	267391159
1160	00001220	4640	ff008093	4278222995
1161	00001224	4644	00000013	  19
1162	00001228	4648	0020ef33	2158387
1163	0000122c	4652	00120213	1180179
1164	00001230	4656	00200293	2097811
1165	00001234	4660	fc521ee3	4233240291
1166	00001238	4664	fff10eb7	4293988023
1167	0000123c	4668	ff0e8e93	4279144083
1168	00001240	4672	16000193	369099155
1169	00001244	4676	01df0463	31392867
1170	00001248	4680	0350106f	55578735
1171	0000124c	4684	00000213	 531
1172	00001250	4688	0f0f1137	252645687
1173	00001254	4692	f0f10113	4042326291
1174	00001258	4696	00000013	  19
1175	0000125c	4700	00000013	  19
1176	00001260	4704	00ff00b7	16711863
1177	00001264	4708	0ff08093	267419795
1178	00001268	4712	0020ef33	2158387
1179	0000126c	4716	00120213	1180179
1180	00001270	4720	00200293	2097811
1181	00001274	4724	fc521ee3	4233240291
1182	00001278	4728	0fff1eb7	268377783
1183	0000127c	4732	fffe8e93	4294872723
1184	00001280	4736	16100193	370147731
1185	00001284	4740	01df0463	31392867
1186	00001288	4744	7f40106f	2134904943
1187	0000128c	4748	ff0100b7	4278255799
1188	00001290	4752	f0008093	4026564755
1189	00001294	4756	00106133	1073459
1190	00001298	4760	ff010eb7	4278259383
1191	0000129c	4764	f00e8e93	4027485843
1192	000012a0	4768	16200193	371196307
1193	000012a4	4772	01d10463	30475363
1194	000012a8	4776	7d40106f	2101350511
1195	000012ac	4780	00ff00b7	16711863
1196	000012b0	4784	0ff08093	267419795
1197	000012b4	4788	0000e133	57651
1198	000012b8	4792	00ff0eb7	16715447
1199	000012bc	4796	0ffe8e93	268340883
1200	000012c0	4800	16300193	372244883
1201	000012c4	4804	01d10463	30475363
1202	000012c8	4808	7b40106f	2067796079
1203	000012cc	4812	000060b3	24755
1204	000012d0	4816	00000e93	3731
1205	000012d4	4820	16400193	373293459
1206	000012d8	4824	01d08463	30442595
1207	000012dc	4828	7a00106f	2046824559
1208	000012e0	4832	111110b7	286331063
1209	000012e4	4836	11108093	286294163
1210	000012e8	4840	22222137	572662071
1211	000012ec	4844	22210113	572588307
1212	000012f0	4848	0020e033	2154547
1213	000012f4	4852	00000e93	3731
1214	000012f8	4856	16500193	374342035
1215	000012fc	4860	01d00463	30409827
1216	00001300	4864	77c0106f	2009075823
1217	00001304	4868	ff0100b7	4278255799
1218	00001308	4872	f0008093	4026564755
1219	0000130c	4876	f0f0ef13	4042321683
1220	00001310	4880	f0f00e93	4042264211
1221	00001314	4884	16600193	375390611
1222	00001318	4888	01df0463	31392867
1223	0000131c	4892	7600106f	1979715695
1224	00001320	4896	0ff010b7	267391159
1225	00001324	4900	ff008093	4278222995
1226	00001328	4904	0f00ef13	251719443
1227	0000132c	4908	0ff01eb7	267394743
1228	00001330	4912	ff0e8e93	4279144083
1229	00001334	4916	16700193	376439187
1230	00001338	4920	01df0463	31392867
1231	0000133c	4924	7400106f	1946161263
1232	00001340	4928	00ff00b7	16711863
1233	00001344	4932	0ff08093	267419795
1234	00001348	4936	70f0ef13	1894838035
1235	0000134c	4940	00ff0eb7	16715447
1236	00001350	4944	7ffe8e93	2147389075
1237	00001354	4948	16800193	377487763
1238	00001358	4952	01df0463	31392867
1239	0000135c	4956	7200106f	1912606831
1240	00001360	4960	f00ff0b7	4027576503
1241	00001364	4964	00f08093	15761555
1242	00001368	4968	0f00ef13	251719443
1243	0000136c	4972	f00ffeb7	4027580087
1244	00001370	4976	0ffe8e93	268340883
1245	00001374	4980	16900193	378536339
1246	00001378	4984	01df0463	31392867
1247	0000137c	4988	7000106f	1879052399
1248	00001380	4992	ff0100b7	4278255799
1249	00001384	4996	f0008093	4026564755
1250	00001388	5000	0f00e093	251715731
1251	0000138c	5004	ff010eb7	4278259383
1252	00001390	5008	ff0e8e93	4279144083
1253	00001394	5012	16a00193	379584915
1254	00001398	5016	01d08463	30442595
1255	0000139c	5020	6e00106f	1845497967
1256	000013a0	5024	00000213	 531
1257	000013a4	5028	0ff010b7	267391159
1258	000013a8	5032	ff008093	4278222995
1259	000013ac	5036	0f00ef13	251719443
1260	000013b0	5040	000f0313	983827
1261	000013b4	5044	00120213	1180179
1262	000013b8	5048	00200293	2097811
1263	000013bc	5052	fe5214e3	4266792163
1264	000013c0	5056	0ff01eb7	267394743
1265	000013c4	5060	ff0e8e93	4279144083
1266	000013c8	5064	16b00193	380633491
1267	000013cc	5068	01d30463	30606435
1268	000013d0	5072	6ac0106f	1790972015
1269	000013d4	5076	00000213	 531
1270	000013d8	5080	00ff00b7	16711863
1271	000013dc	5084	0ff08093	267419795
1272	000013e0	5088	70f0ef13	1894838035
1273	000013e4	5092	00000013	  19
1274	000013e8	5096	000f0313	983827
1275	000013ec	5100	00120213	1180179
1276	000013f0	5104	00200293	2097811
1277	000013f4	5108	fe5212e3	4266791651
1278	000013f8	5112	00ff0eb7	16715447
1279	000013fc	5116	7ffe8e93	2147389075
1280	00001400	5120	16c00193	381682067
1281	00001404	5124	01d30463	30606435
1282	00001408	5128	6740106f	1732251759
1283	0000140c	5132	00000213	 531
1284	00001410	5136	f00ff0b7	4027576503
1285	00001414	5140	00f08093	15761555
1286	00001418	5144	0f00ef13	251719443
1287	0000141c	5148	00000013	  19
1288	00001420	5152	00000013	  19
1289	00001424	5156	000f0313	983827
1290	00001428	5160	00120213	1180179
1291	0000142c	5164	00200293	2097811
1292	00001430	5168	fe5210e3	4266791139
1293	00001434	5172	f00ffeb7	4027580087
1294	00001438	5176	0ffe8e93	268340883
1295	0000143c	5180	16d00193	382730643
1296	00001440	5184	01d30463	30606435
1297	00001444	5188	6380106f	1669337199
1298	00001448	5192	00000213	 531
1299	0000144c	5196	0ff010b7	267391159
1300	00001450	5200	ff008093	4278222995
1301	00001454	5204	0f00ef13	251719443
1302	00001458	5208	00120213	1180179
1303	0000145c	5212	00200293	2097811
1304	00001460	5216	fe5216e3	4266792675
1305	00001464	5220	0ff01eb7	267394743
1306	00001468	5224	ff0e8e93	4279144083
1307	0000146c	5228	16e00193	383779219
1308	00001470	5232	01df0463	31392867
1309	00001474	5236	6080106f	1619005551
1310	00001478	5240	00000213	 531
1311	0000147c	5244	00ff00b7	16711863
1312	00001480	5248	0ff08093	267419795
1313	00001484	5252	00000013	  19
1314	00001488	5256	f0f0ef13	4042321683
1315	0000148c	5260	00120213	1180179
1316	00001490	5264	00200293	2097811
1317	00001494	5268	fe5214e3	4266792163
1318	00001498	5272	fff00e93	4293922451
1319	0000149c	5276	16f00193	384827795
1320	000014a0	5280	01df0463	31392867
1321	000014a4	5284	5d80106f	1568673903
1322	000014a8	5288	00000213	 531
1323	000014ac	5292	f00ff0b7	4027576503
1324	000014b0	5296	00f08093	15761555
1325	000014b4	5300	00000013	  19
1326	000014b8	5304	00000013	  19
1327	000014bc	5308	0f00ef13	251719443
1328	000014c0	5312	00120213	1180179
1329	000014c4	5316	00200293	2097811
1330	000014c8	5320	fe5212e3	4266791651
1331	000014cc	5324	f00ffeb7	4027580087
1332	000014d0	5328	0ffe8e93	268340883
1333	000014d4	5332	17000193	385876371
1334	000014d8	5336	01df0463	31392867
1335	000014dc	5340	5a00106f	1509953647
1336	000014e0	5344	0f006093	251682963
1337	000014e4	5348	0f000e93	251661971
1338	000014e8	5352	17100193	386924947
1339	000014ec	5356	01d08463	30442595
1340	000014f0	5360	58c0106f	1488982127
1341	000014f4	5364	00ff00b7	16711863
1342	000014f8	5368	0ff08093	267419795
1343	000014fc	5372	70f0e013	1894834195
1344	00001500	5376	00000e93	3731
1345	00001504	5380	17200193	387973523
1346	00001508	5384	01d00463	30409827
1347	0000150c	5388	5700106f	1459621999
1348	00001510	5392	00002097	8343
1349	00001514	5396	5c808093	1551925395
1350	00001518	5400	faa00113	4204790035
1351	0000151c	5404	00208023	2129955
1352	00001520	5408	00008f03	36611
1353	00001524	5412	faa00e93	4204793491
1354	00001528	5416	17300193	389022099
1355	0000152c	5420	01df0463	31392867
1356	00001530	5424	54c0106f	1421873263
1357	00001534	5428	00002097	8343
1358	00001538	5432	5a408093	1514176659
1359	0000153c	5436	00000113	 275
1360	00001540	5440	002080a3	2130083
1361	00001544	5444	00108f03	1085187
1362	00001548	5448	00000e93	3731
1363	0000154c	5452	17400193	390070675
1364	00001550	5456	01df0463	31392867
1365	00001554	5460	5280106f	1384124527
1366	00001558	5464	00002097	8343
1367	0000155c	5468	58008093	1476427923
1368	00001560	5472	fffff137	4294963511
1369	00001564	5476	fa010113	4194369811
1370	00001568	5480	00208123	2130211
1371	0000156c	5484	00209f03	2137859
1372	00001570	5488	fffffeb7	4294966967
1373	00001574	5492	fa0e8e93	4195258003
1374	00001578	5496	17500193	391119251
1375	0000157c	5500	01df0463	31392867
1376	00001580	5504	4fc0106f	1337987183
1377	00001584	5508	00002097	8343
1378	00001588	5512	55408093	1430290579
1379	0000158c	5516	00a00113	10486035
1380	00001590	5520	002081a3	2130339
1381	00001594	5524	00308f03	3182339
1382	00001598	5528	00a00e93	10489491
1383	0000159c	5532	17600193	392167827
1384	000015a0	5536	01df0463	31392867
1385	000015a4	5540	4d80106f	1300238447
